2.500000e-05	0.000000e+00	-2.500000e-05	9.878139e-07	8.881022e-12
3.000000e-05	0.000000e+00	-2.500000e-05	1.522642e-06	7.066462e-12
2.977787e-05	1.473765e-06	-2.500000e-05	1.171228e-06	5.431615e-12
2.913120e-05	2.816591e-06	-2.500000e-05	1.227212e-06	5.873882e-12
2.811746e-05	3.909148e-06	-2.500000e-05	1.277818e-06	6.507083e-12
2.682669e-05	4.654376e-06	-2.500000e-05	1.279360e-06	7.013429e-12
2.537367e-05	4.986018e-06	-2.500000e-05	1.372669e-06	8.233790e-12
2.388739e-05	4.874639e-06	-2.500000e-05	1.400463e-06	9.097538e-12
2.250002e-05	4.330137e-06	-2.500000e-05	1.504748e-06	1.074692e-11
2.133473e-05	3.400848e-06	-2.500000e-05	1.503317e-06	1.169722e-11
2.049516e-05	2.169436e-06	-2.500000e-05	1.529701e-06	1.327946e-11
2.005584e-05	7.451841e-07	-2.500000e-05	1.462153e-06	1.355432e-11
2.005584e-05	-7.451997e-07	-2.500000e-05	1.509236e-06	1.398886e-11
2.049516e-05	-2.169428e-06	-2.500000e-05	1.490572e-06	1.285918e-11
2.133474e-05	-3.400862e-06	-2.500000e-05	1.540331e-06	1.210434e-11
2.250000e-05	-4.330125e-06	-2.500000e-05	1.469886e-06	1.038798e-11
2.388741e-05	-4.874643e-06	-2.500000e-05	1.439396e-06	9.428710e-12
2.537365e-05	-4.986020e-06	-2.500000e-05	1.331290e-06	7.962641e-12
2.682673e-05	-4.654360e-06	-2.500000e-05	1.318592e-06	7.261461e-12
2.811743e-05	-3.909168e-06	-2.500000e-05	1.241764e-06	6.302759e-12
2.913121e-05	-2.816575e-06	-2.500000e-05	1.249708e-06	6.004352e-12
2.977786e-05	-1.473791e-06	-2.500000e-05	1.156987e-06	5.397839e-12
3.000000e-05	8.742278e-13	-2.500000e-05	1.248272e-06	5.785128e-12
3.500000e-05	0.000000e+00	-2.500000e-05	1.496680e-07	1.857605e-12
3.455574e-05	2.947508e-06	-2.500000e-05	2.355307e-07	2.562264e-12
3.326241e-05	5.633163e-06	-2.500000e-05	2.209603e-07	2.516606e-12
3.123494e-05	7.818278e-06	-2.500000e-05	1.976548e-07	2.760587e-12
2.865333e-05	9.308768e-06	-2.500000e-05	1.627636e-07	3.258278e-12
2.574738e-05	9.972032e-06	-2.500000e-05	1.196808e-07	3.895460e-12
2.277478e-05	9.749277e-06	-2.500000e-05	-8.842249e-08	5.087370e-12
2.000007e-05	8.660294e-06	-2.500000e-05	-3.938700e-07	6.478228e-12
1.766942e-05	6.801665e-06	-2.500000e-05	-3.719573e-07	7.815414e-12
1.599034e-05	4.338906e-06	-2.500000e-05	-2.586930e-07	8.252504e-12
1.511167e-05	1.490314e-06	-2.500000e-05	-5.685308e-08	8.934159e-12
1.511168e-05	-1.490370e-06	-2.500000e-05	5.159788e-08	8.074773e-12
1.599033e-05	-4.338877e-06	-2.500000e-05	-2.350651e-07	8.644956e-12
1.766947e-05	-6.801716e-06	-2.500000e-05	-5.615252e-07	7.926573e-12
1.999998e-05	-8.660242e-06	-2.500000e-05	-2.985846e-07	6.508931e-12
2.277485e-05	-9.749292e-06	-2.500000e-05	-5.885802e-08	4.964341e-12
2.574728e-05	-9.972039e-06	-2.500000e-05	8.081299e-08	4.001223e-12
2.865350e-05	-9.308702e-06	-2.500000e-05	1.816870e-07	3.212097e-12
3.123484e-05	-7.818360e-06	-2.500000e-05	1.965161e-07	2.786214e-12
3.326245e-05	-5.633103e-06	-2.500000e-05	1.909628e-07	2.505984e-12
3.455571e-05	-2.947614e-06	-2.500000e-05	2.911722e-07	2.339567e-12
3.500000e-05	1.748456e-12	-2.500000e-05	4.212128e-07	3.778621e-12
4.000000e-05	0.000000e+00	-2.500000e-05	9.247936e-06	1.002729e-11
3.933362e-05	4.421229e-06	-2.500000e-05	5.959272e-06	6.452382e-12
3.739364e-05	8.449717e-06	-2.500000e-05	6.345807e-06	7.332800e-12
3.435245e-05	1.172739e-05	-2.500000e-05	6.657065e-06	8.719858e-12
3.047994e-05	1.396317e-05	-2.500000e-05	6.998975e-06	1.060534e-11
2.612112e-05	1.495804e-05	-2.500000e-05	8.031340e-06	1.382472e-11
2.166216e-05	1.462391e-05	-2.500000e-05	9.394129e-06	1.738693e-11
1.750016e-05	1.299047e-05	-2.500000e-05	1.187084e-05	2.217585e-11
1.400409e-05	1.020245e-05	-2.500000e-05	1.309929e-05	2.836760e-11
1.148554e-05	6.508411e-06	-2.500000e-05	1.137783e-05	4.163368e-11
1.016750e-05	2.235391e-06	-2.500000e-05	9.334545e-06	5.155084e-11
