#x		y		z		Re[Ex(x,y,z)] 	Im[Ex(x,y,z)]	Re[Ey(x,y,z)]	Im[Ey(x,y,z)] 	Re[Ez(x,y,z)]	Im[Ez(x,y,z)]
-9.500000e-01	0.000000e+00	0.000000e+00	-1.977625e+00	0.000000e+00	4.709571e-06	0.000000e+00	4.051303e-06	0.000000e+00
-8.550000e-01	0.000000e+00	0.000000e+00	-9.923468e-01	0.000000e+00	3.816010e-07	0.000000e+00	3.002855e-07	0.000000e+00
-7.600000e-01	0.000000e+00	0.000000e+00	-8.884654e-01	0.000000e+00	1.795013e-07	0.000000e+00	-1.289008e-08	0.000000e+00
-6.650000e-01	0.000000e+00	0.000000e+00	-8.676894e-01	0.000000e+00	1.281148e-07	0.000000e+00	-6.956433e-08	0.000000e+00
-5.700000e-01	0.000000e+00	0.000000e+00	-8.622707e-01	0.000000e+00	1.126516e-07	0.000000e+00	-8.453207e-08	0.000000e+00
-4.750000e-01	0.000000e+00	0.000000e+00	-8.604320e-01	0.000000e+00	1.079401e-07	0.000000e+00	-8.787856e-08	0.000000e+00
-3.800000e-01	0.000000e+00	0.000000e+00	-8.589866e-01	0.000000e+00	1.083020e-07	0.000000e+00	-8.590736e-08	0.000000e+00
-2.850000e-01	0.000000e+00	0.000000e+00	-8.554216e-01	0.000000e+00	1.158475e-07	0.000000e+00	-7.627357e-08	0.000000e+00
-1.900000e-01	0.000000e+00	0.000000e+00	-8.410287e-01	0.000000e+00	1.465940e-07	0.000000e+00	-3.636962e-08	0.000000e+00
-9.500000e-02	0.000000e+00	0.000000e+00	-7.467771e-01	0.000000e+00	3.223834e-07	0.000000e+00	3.038081e-07	0.000000e+00
0.000000e+00	0.000000e+00	0.000000e+00	-1.003539e+00	0.000000e+00	2.268993e-05	0.000000e+00	-7.750177e-06	0.000000e+00
9.500000e-02	0.000000e+00	0.000000e+00	-1.260312e+00	0.000000e+00	3.224016e-07	0.000000e+00	3.037271e-07	0.000000e+00
1.900000e-01	0.000000e+00	0.000000e+00	-1.166107e+00	0.000000e+00	1.465524e-07	0.000000e+00	-3.662699e-08	0.000000e+00
2.850000e-01	0.000000e+00	0.000000e+00	-1.151847e+00	0.000000e+00	1.154866e-07	0.000000e+00	-7.701795e-08	0.000000e+00
3.800000e-01	0.000000e+00	0.000000e+00	-1.148657e+00	0.000000e+00	1.068440e-07	0.000000e+00	-8.804794e-08	0.000000e+00
4.750000e-01	0.000000e+00	0.000000e+00	-1.148326e+00	0.000000e+00	1.030708e-07	0.000000e+00	-9.406943e-08	0.000000e+00
5.700000e-01	0.000000e+00	0.000000e+00	-1.150026e+00	0.000000e+00	9.728875e-08	0.000000e+00	-1.027486e-07	0.000000e+00
6.650000e-01	0.000000e+00	0.000000e+00	-1.156859e+00	0.000000e+00	7.928145e-08	0.000000e+00	-1.253394e-07	0.000000e+00
7.600000e-01	0.000000e+00	0.000000e+00	-1.183893e+00	0.000000e+00	1.519155e-08	0.000000e+00	-2.020523e-07	0.000000e+00
8.550000e-01	0.000000e+00	0.000000e+00	-1.319476e+00	0.000000e+00	-2.454599e-07	0.000000e+00	-6.135105e-07	0.000000e+00
9.500000e-01	0.000000e+00	0.000000e+00	-2.605732e+00	0.000000e+00	-5.894237e-06	0.000000e+00	-5.511469e-06	0.000000e+00
